Tag,QuestionsInDateRange
"c#","1918"
".net","1527"
"java","1112"
"asp.net","903"
"c++","788"
"javascript","704"
"php","606"
"sql","518"
"python","499"
"sql-server","495"
"windows","383"
"database","343"
"html","314"
"visual-studio","311"
"c","293"
"mysql","263"
"jquery","250"
"ruby","247"
"xml","243"
"vb.net","232"
"winforms","230"
"css","224"
"ruby-on-rails","223"
"visual-studio-2008","203"
"linux","201"
"performance","201"
"svn","199"
"oracle","186"
"wpf","184"
"asp.net-mvc","183"
"regex","178"
"web-services","174"
"iphone","171"
"linq","164"
"security","161"
"algorithm","154"
"language-agnostic","153"
"ajax","151"
"sql-server-2005","151"
"unit-testing","149"
"eclipse","148"
"multithreading","145"
"winapi","143"
"debugging","142"
"version-control","133"
"design","132"
"sharepoint","130"
"user-interface","128"
"perl","127"
"oop","124"
"string","120"
"flash","115"
"arrays","114"
"apache","113"
"wcf","110"
"excel","107"
"delphi","107"
"design-patterns","106"
"osx","105"
"iis","103"
"tsql","102"
"linq-to-sql","102"
"file","98"
"flex","93"
"exception","91"
".net-2.0","90"
"internet-explorer","90"
"ms-access","89"
"testing","87"
"optimization","87"
"cocoa-touch","85"
"objective-c","84"
"events","83"
"generics","83"
"logging","83"
"coding-style","80"
"http","80"
"database-design","78"
"visual-studio-2005","76"
"silverlight","76"
"cocoa","76"
"mfc","76"
"deployment","75"
"parsing","74"
"unix","73"
".net-3.5","72"
"networking","72"
"command-line","71"
"configuration","69"
"stored-procedures","68"
"open-source","67"
"image","67"
"documentation","67"
"visual-c++","66"
"actionscript-3","66"
"web-applications","65"
"vb6","65"
"architecture","64"
"django","64"
"validation","64"
"unicode","62"
"browser","62"
"shell","61"
"jsp","61"
"hibernate","60"
"ide","60"
"datetime","60"
"windows-vista","58"
"session","58"
"caching","58"
"com","57"
"scripting","57"
"bash","57"
"project-management","57"
"serialization","57"
"reflection","55"
"memory","55"
"refactoring","55"
"data-binding","54"
"nhibernate","54"
"stl","53"
"email","51"
"json","51"
"plugins","50"
"dll","50"
"search","50"
"postgresql","50"
"authentication","50"
"firefox","50"
"syntax","49"
"templates","49"
"url","49"
"encryption","48"
"date","47"
"controls","47"
"frameworks","46"
"graphics","46"
"git","46"
"sorting","46"
"swing","46"
"spring","46"
"tfs","46"
"embedded","45"
"vba","45"
"tomcat","45"
"xslt","45"
"compiler-construction","45"
"reporting-services","45"
"math","45"
"interop","44"
"build-process","44"
"emacs","43"
"ado.net","43"
"api","43"
"java-ee","43"
"pdf","42"
"xaml","42"
"asp-classic","42"
"batch-file","42"
"collections","42"
"agile","41"
"dom","41"
"64bit","41"
"ant","40"
"process","40"
"tdd","40"
"asp.net-ajax","40"
"list","40"
