Tag,QuestionsInDateRange
"c#","5810"
"java","4050"
"php","3909"
"javascript","3134"
"jquery","2732"
"iphone","2671"
".net","2428"
"asp.net","2396"
"c++","2340"
"python","1976"
"mysql","1622"
"android","1538"
"html","1452"
"sql","1402"
"ruby-on-rails","1268"
"objective-c","1263"
"c","1138"
"css","1102"
"asp.net-mvc","1001"
"wpf","943"
"sql-server","871"
"ruby","750"
"xml","709"
"database","642"
"ajax","616"
"windows","605"
"django","578"
"regex","576"
"vb.net","545"
"silverlight","523"
"visual-studio","510"
"winforms","506"
"arrays","491"
"visual-studio-2010","475"
"multithreading","467"
"linux","461"
"cocoa","439"
"performance","438"
"string","434"
"flex","421"
"algorithm","401"
"eclipse","399"
"wcf","398"
"linq","376"
"flash","369"
"cocoa-touch","348"
"osx","338"
"actionscript-3","337"
"oop","326"
"sql-server-2005","326"
"web-services","325"
"xcode","325"
"ipad","324"
"visual-studio-2008","308"
"image","308"
"json","304"
"security","304"
"forms","296"
"unit-testing","284"
"perl","284"
"asp.net-mvc-2","283"
"hibernate","279"
"delphi","266"
"oracle","263"
"tsql","263"
"facebook","262"
"nhibernate","261"
"validation","259"
"user-interface","258"
"sql-server-2008","252"
"entity-framework","245"
"internet-explorer","244"
"linq-to-sql","239"
"git","238"
"qt","238"
"file","237"
"uitableview","236"
"wordpress","235"
"google-app-engine","233"
"winapi","232"
"svn","231"
"spring","223"
"apache","222"
"swing","221"
"drupal","219"
"function","217"
"debugging","216"
"class","214"
"events","213"
"templates","212"
"excel","211"
"sqlite","210"
"parsing","205"
"jquery-ui","203"
"caching","202"
"email","200"
"matlab","199"
"sockets","199"
"http","197"
"design-patterns","197"
"api","197"
"firefox","193"
"visual-c++","192"
"list","192"
"generics","190"
"exception","189"
"xslt","188"
"design","188"
"ms-access","188"
"sharepoint","185"
"postgresql","184"
"bash","181"
"database-design","178"
"zend-framework","176"
"datetime","176"
"google-maps","174"
"math","173"
"scala","166"
"silverlight-4.0","165"
"jsf","164"
"dom","162"
"unix","157"
"optimization","154"
"vba","154"
"session","153"
"grails","153"
"orm","152"
"codeigniter","152"
"url","152"
"cakephp","151"
"memory-management","149"
"maven-2","149"
"xaml","148"
"sorting","147"
"data-binding","147"
".net-4.0","147"
"date","146"
"activerecord","143"
"model-view-controller","142"
"html5","141"
"r","138"
"serialization","137"
"jpa","137"
"shell","137"
"iis","136"
"stored-procedures","135"
"jsp","135"
"testing","135"
"iphone-sdk-3.0","134"
"authentication","133"
"object","133"
"gcc","133"
"search","133"
"inheritance","132"
"gwt","132"
"boost","132"
"core-data","131"
".net-3.5","130"
"browser","130"
"pdf","129"
"web-applications","127"
"blackberry","126"
"binding","126"
"reflection","126"
"audio","125"
"graphics","125"
"servlets","124"
"architecture","124"
"java-ee","123"
"logging","123"
"plugins","123"
"language-agnostic","123"
"latex","122"
"variables","122"
"dll","122"
".htaccess","121"
"memory","121"
