Tag,QuestionsInDateRange
"c#","500"
".net","439"
"asp.net","247"
"java","215"
"sql-server","210"
"c++","161"
"javascript","159"
"php","157"
"database","144"
"sql","144"
"visual-studio","141"
"windows","130"
"python","120"
"html","104"
"language-agnostic","98"
"svn","89"
"performance","88"
"c","87"
"xml","74"
"mysql","74"
"ruby","73"
"linux","72"
"version-control","67"
"unit-testing","63"
"winforms","62"
"css","61"
"vb.net","60"
"sql-server-2005","56"
"security","54"
"algorithm","54"
"asp.net-mvc","53"
"osx","53"
"regex","52"
"web-services","51"
"user-interface","50"
"oop","46"
"testing","45"
"unix","45"
"ruby-on-rails","42"
"linq","39"
"multithreading","39"
"visual-studio-2008","39"
".net-3.5","39"
"oracle","36"
"wpf","35"
"sharepoint","35"
"ajax","35"
"flex","34"
"string","34"
"iis","31"
"debugging","31"
"design","31"
"deployment","30"
"design-patterns","30"
"exception","29"
"scripting","29"
"email","28"
"web-applications","28"
"jquery","28"
"winapi","27"
"perl","27"
"networking","26"
"actionscript-3","26"
"arrays","26"
"memory","26"
"reporting-services","25"
"http","25"
"optimization","25"
"linq-to-sql","24"
"architecture","24"
"firefox","24"
"apache","24"
"data-structures","24"
"open-source","24"
"bash","23"
".net-2.0","23"
"file","23"
"eclipse","23"
"ide","23"
"tsql","23"
"browser","22"
"authentication","22"
"flash","22"
"orm","22"
"glossary","21"
"plugins","21"
"visual-studio-2005","21"
"opengl","20"
"shell","20"
"silverlight","20"
"validation","20"
"command-line","20"
"objective-c","20"
"build-process","20"
"internet-explorer","19"
"tfs","19"
"powershell","19"
"editor","19"
"cruisecontrol.net","18"
"data-binding","18"
"events","18"
"image","18"
"wcf","18"
"nhibernate","18"
"tdd","17"
"generics","17"
"cocoa","17"
"windows-mobile","17"
"logging","16"
"parsing","16"
"documentation","16"
"frameworks","16"
"asp-classic","16"
"functional-programming","16"
"serialization","16"
"compiler-construction","15"
"installation","15"
"sockets","15"
"windows-vista","15"
"visual-c++","15"
"user-controls","15"
"ms-access","15"
"math","15"
"database-design","15"
"versioning","15"
"search","15"
"cross-platform","14"
"iphone","14"
"hardware","14"
"forms","14"
"internationalization","14"
"refactoring","14"
"date","14"
"dom","14"
"caching","14"
"model-view-controller","14"
"coding-style","14"
"syntax","14"
"compact-framework","14"
"delphi","14"
"audio","14"
"io","14"
"reflection","14"
"excel","13"
"configuration","13"
"colors","13"
"ado.net","13"
"cvs","13"
"inheritance","13"
"com","13"
"msbuild","13"
"backup","13"
"64bit","13"
"api","13"
"templates","13"
"sorting","12"
"git","12"
"concurrency","12"
"build-automation","12"
"graphics","12"
"video","12"
"installer","12"
"unicode","12"
"django","12"
"tortoisesvn","12"
"collections","12"
"ubuntu","11"
"csv","11"
"postgresql","11"
"licensing","11"
"xhtml","11"
"xslt","11"
"soap","11"
"active-directory","11"
"indexing","11"
"virtualization","11"
"mfc","11"
"air","11"
"fonts","11"
"process","11"
"encryption","11"
"vb6","11"
"sqlite","11"
"swing","11"
"ssl","11"
"fogbugz","10"
"continuous-integration","10"
"pdf","10"
"controls","10"
"windows-xp","10"
"hash","10"
"datetime","10"
"vbscript","10"
"mono","10"
"ssh","10"
"ftp","10"
"moss","10"
"stored-procedures","10"
"asp.net-ajax","10"
"workflow","10"
"error-handling","10"
"windows-server-2003","10"
"cross-browser","9"
"lisp","9"
"timer","9"
"encoding","9"
"registry","9"
"lambda","9"
"sql-server-2008","9"
"nant","9"
"emacs","9"
"file-io","9"
"rest","9"
